Reviewed_Status,Most_Recent_Status,Source,Net_Yield,IRR
Offered,Pending,M.L.S.,17.58,27.95
 Closed,Pend,Internal,13.57,17.56
Neww,Cancel,Opendoor,3.98,22.53
Reviewed,Always Kick,Broker,4.03,10.15
Neww,Cancel,M L S,14.67,8.04
Closed,Pending,Auction.com,10.01,9.17
Offered,Pending,M.L.S.,7.91,5.26
Neww,Available,Bulk,14.23,8.18
 Closed,Closed,Internal,5.61,21.07
 Closed,Cancel,Auction.com,17.83,13.92
 Closed,Cancel,Auction.com,4.66,18.21
Closed,Kick, MLS,13.61,29.74
Reviewed,Pending,Opendoor,17.93,11.1
New,Cancelled,M.L.S.,16.82,16.96
Reviewed, Close ,Broker,5.08,8.11
New,Pending,Opendoor,5.25,28.23
New,Pending,Broker,2.85,28.78
Accepted Offer,Pending,Internal,17.79,9.89
Reviewed,Pending,Bulk,6.69,13.18
Accepted Offer,Cancelled,Bulk,13.19,24.0
New,Closed,M L S,16.18,12.8
Accepted Offer,Available,M L S,17.62,27.65
Neww,Pend,M.L.S.,4.44,23.69
 Closed,Always Kick,Bulk,14.45,9.6
Cancelled,Pending,Broker,12.22,13.57
Neww,Closed, MLS,18.56,5.94
 Closed,Pending,Bulk,16.08,8.87
New,Close,Opendoor,8.25,22.69
Accepted Offer,Pending,M L S,18.03,7.53
Cancelled,Pending,M.L.S.,3.75,10.32
 Closed,Pending,Opendoor,18.84,10.31
 Closed,Pending,Broker,5.64,21.96
Closed, Close ,Internal,15.53,15.27
Cancelled,Pending,Auction.com,3.24,7.87
Neww,Kick, MLS,3.16,25.74
Offered,Always Kick,M L S,15.41,18.07
Cancelled,Close,Internal,16.06,21.27
Neww,Always Kick,Bulk,5.7,26.16
New,Pending,M L S,11.17,6.96
 Closed,Always Kick,M.L.S.,11.97,25.69
Offered,Cancel,Broker,8.24,10.48
Closed,Cancelled,M.L.S.,14.91,14.71
Reviewed,Cancel,Internal,8.73,6.08
 Closed,Available,Internal,8.66,21.34
Reviewed,Pending,M L S,5.89,19.46
Cancelled,Cancelled,M.L.S.,14.58,23.24
Offered,Pending,Opendoor,3.63,24.64
Offered, Close ,Internal,13.12,26.64
Reviewed,Closed,Auction.com,6.57,17.08
Cancelled,Cancel,Broker,11.82,12.48
Closed,Kick, MLS,6.06,15.61
Accepted Offer,Pend,Bulk,2.32,18.17
 Closed,Pend,M.L.S.,14.51,22.15
Reviewed,Close,Bulk,4.75,22.17
Accepted Offer,Pending,Bulk,18.2,10.2
Reviewed,Pend,Auction.com,17.03,6.0
Offered,Pending,M L S,9.8,26.32
New,Cancelled,M.L.S.,3.91,5.16
 Closed,Cancelled,M.L.S.,19.7,11.64
Closed,Pending,M L S,4.31,5.67
Closed,Available,Bulk,2.66,26.32
 Closed,Cancel,M.L.S.,13.29,15.18
Closed,Pend,M.L.S.,13.18,13.24
New,Always Kick,M L S,3.7199999999999998,9.53
Neww,Cancel, MLS,8.3,10.47
Cancelled,Close,M.L.S.,2.44,27.96
Accepted Offer,Kick,M.L.S.,19.36,13.25
Reviewed,Pending,Internal,4.8,24.78
Neww,Pending,Opendoor,11.38,16.29
Accepted Offer,Closed, MLS,5.87,24.9
Offered, Close , MLS,10.46,7.68
Cancelled,Pending,Internal,16.93,8.82
Closed,Available,M L S,17.95,8.92
Accepted Offer,Closed,Broker,2.58,13.77
Offered,Pending,Opendoor,18.9,28.0
Accepted Offer, Close ,M.L.S.,19.23,15.79
Closed,Pending,Internal,4.06,23.91
 Closed, Close ,Broker,16.29,11.46
 Closed,Cancel,Internal,3.16,5.18
 Closed,Cancel,Auction.com,12.77,21.78
 Closed,Always Kick,M.L.S.,6.99,19.56
Closed,Always Kick,Opendoor,6.89,18.39
New,Cancel,M L S,10.97,12.9
Reviewed,Always Kick, MLS,12.05,27.55
 Closed,Kick,Internal,16.12,11.4
Reviewed,Pending,Auction.com,6.88,18.04
 Closed,Close,Opendoor,3.05,24.86
 Closed,Available,Broker,16.84,25.44
New, Close ,M L S,4.79,22.47
Neww,Pending,M L S,10.67,10.36
Reviewed,Cancelled,Bulk,17.01,15.88
 Closed,Cancelled,Broker,16.96,25.22
Reviewed,Pending,Opendoor,14.39,15.28
Closed,Available,Broker,15.99,14.92
 Closed,Cancel,M.L.S.,2.64,18.27
 Closed,Closed,M.L.S.,13.85,19.19
Reviewed,Available,M.L.S.,17.39,8.35
Neww,Kick,M L S,17.44,16.55
Neww,Always Kick,M.L.S.,8.65,21.18
New,Close,Auction.com,19.63,26.45
New,Always Kick, MLS,18.4,13.17
 Closed,Cancel, MLS,14.3,27.07
Reviewed,Kick,Opendoor,11.57,19.8
Cancelled,Pend,Auction.com,10.77,21.82
Closed,Cancelled,Bulk,9.8,7.17
Cancelled,Available, MLS,14.38,29.46
Offered,Close,Auction.com,13.25,17.88
Reviewed,Cancel,M.L.S.,6.52,10.57
Reviewed,Closed,Internal,18.61,21.07
New,Pending,Auction.com,3.45,7.14
Reviewed,Pending,Opendoor,15.89,17.34
Neww,Available,Auction.com,14.87,10.96
Reviewed,Close,M.L.S.,5.68,26.08
Offered,Pend, MLS,2.46,14.02
 Closed,Kick,Internal,16.24,7.25
Cancelled,Always Kick,Opendoor,10.27,17.19
Cancelled,Pend,M.L.S.,5.21,27.38
Reviewed,Pending,Broker,12.47,20.18
Offered,Always Kick,Broker,9.16,26.74
New,Close,M L S,13.59,9.68
New,Pending,Bulk,5.58,26.42
Accepted Offer,Always Kick,Opendoor,11.57,15.1
Closed,Cancelled,Broker,12.82,26.19
 Closed,Pending,Auction.com,16.28,8.69
Cancelled,Always Kick, MLS,8.69,18.31
 Closed,Pend,Broker,18.71,26.44
 Closed,Always Kick,Broker,10.87,15.16
Closed, Close , MLS,14.38,9.35
Offered,Cancel,Internal,2.75,29.94
New,Cancelled,M L S,5.65,17.48
Cancelled,Kick,M.L.S.,11.2,26.23
Accepted Offer,Cancel,Auction.com,6.47,20.92
 Closed,Cancelled,Opendoor,7.44,21.03
 Closed,Cancelled,Broker,2.6,6.03
Cancelled,Pending,M.L.S.,15.13,18.08
Reviewed,Always Kick,Internal,16.19,26.1
New,Available,Broker,18.87,11.2
Accepted Offer,Pend,M L S,17.04,18.98
 Closed,Always Kick, MLS,16.31,27.0
Neww,Pending,Broker,15.18,24.14
 Closed,Available,Bulk,19.91,22.59
New,Cancelled,Opendoor,20.0,24.29
New,Available,Bulk,16.14,28.03
Closed,Pending,Internal,3.5300000000000002,7.46
Offered,Cancelled, MLS,14.17,20.73
Cancelled,Pending,Auction.com,3.2800000000000002,9.95
Neww,Close, MLS,7.18,9.13
 Closed,Closed, MLS,2.08,25.48
Accepted Offer,Close,Broker,15.77,5.5600000000000005
Accepted Offer,Always Kick,Broker,3.6,13.1
Closed,Pending,Internal,5.01,15.46
 Closed,Cancelled,M.L.S.,5.67,5.25
Cancelled,Close,M.L.S.,9.58,25.52
Neww,Cancelled,M L S,16.72,8.93
Closed,Pending,Opendoor,2.92,30.0
 Closed,Always Kick,Opendoor,16.22,22.3
Offered,Cancelled,Bulk,18.77,27.04
Neww,Pending,Broker,6.35,10.06
Offered,Cancelled,M.L.S.,19.43,27.32
 Closed, Close ,Auction.com,2.15,13.55
Offered,Pending,Bulk,5.22,6.22
 Closed,Closed, MLS,10.48,22.23
Reviewed,Pending,Bulk,16.11,5.76
Cancelled,Closed,M L S,5.73,16.88
Neww,Closed,M.L.S.,15.55,7.32
Accepted Offer,Available,M.L.S.,3.99,29.94
Offered, Close ,M L S,16.88,25.07
Cancelled,Available,Broker,13.8,23.05
Closed,Pend,M L S,7.1,24.03
Cancelled,Pend, MLS,18.23,25.69
 Closed,Pend, MLS,3.8,8.05
 Closed,Cancel,Opendoor,12.51,29.5
 Closed,Cancel,Opendoor,5.92,28.15
Neww,Available,Opendoor,12.58,8.02
Neww,Cancel,Auction.com,16.37,28.08
Reviewed,Always Kick,Broker,10.07,7.63
Neww,Close,Internal,9.01,6.32
Closed,Always Kick,Internal,10.58,17.98
Accepted Offer,Available,Internal,9.73,29.33
New,Pend,Broker,2.8200000000000003,27.05
Cancelled,Kick,Bulk,7.71,11.35
 Closed,Closed,M.L.S.,3.25,29.91
Accepted Offer,Pending,Auction.com,18.88,6.71
 Closed,Close,Opendoor,2.48,17.04
 Closed,Pending,M L S,16.44,20.26
Closed,Cancelled,Internal,17.15,5.22
 Closed,Pending, MLS,14.4,21.81
New,Pending,Opendoor,16.69,18.98
Closed,Closed,Bulk,5.28,20.29
Accepted Offer,Pending,Internal,15.1,16.59
 Closed,Pending,Opendoor,5.84,5.68
Closed,Cancel,M.L.S.,5.71,7.94
 Closed,Cancelled,Broker,5.87,20.14
Reviewed, Close ,M.L.S.,9.45,15.56
Offered,Pend,Opendoor,18.52,9.72
 Closed,Closed,Auction.com,2.22,21.58
Cancelled,Pending,Internal,10.12,16.79
Reviewed,Close,Opendoor,13.89,8.75
Neww,Pending,M L S,12.5,8.37
New,Closed,Internal,18.87,27.03
Accepted Offer,Pending,Internal,9.29,28.46
 Closed,Cancelled,M.L.S.,4.14,18.24
 Closed,Cancel,Auction.com,10.13,5.64
New,Available,Bulk,16.23,11.62
Accepted Offer,Closed, MLS,17.49,9.98
 Closed,Pending,Bulk,9.89,16.76
Accepted Offer,Available, MLS,2.27,29.12
Closed,Cancelled,Bulk,12.0,16.37
New,Closed,Broker,19.63,6.08
Neww,Pending,M.L.S.,10.03,7.94
Cancelled,Pending,Opendoor,12.92,20.22
 Closed,Cancelled,Bulk,6.21,7.5600000000000005
 Closed,Closed,Bulk,17.65,19.49
Accepted Offer,Pending,Opendoor,8.73,15.73
 Closed,Close,Opendoor,3.2800000000000002,12.68
New,Pending,Opendoor,9.5,12.13
 Closed,Pending,Internal,17.94,9.22
New, Close ,Opendoor,6.96,9.76
Neww,Cancelled,Internal,6.75,24.57
Cancelled,Pend,Broker,11.49,29.41
 Closed,Closed, MLS,4.68,29.96
Closed,Always Kick,Opendoor,19.74,8.19
Neww,Cancelled,Internal,17.24,12.47
Cancelled,Close,Opendoor,2.89,12.09
Closed,Cancelled,Auction.com,8.16,29.53
 Closed,Kick,Broker,4.1,5.14
 Closed,Cancel,M L S,3.79,26.35
 Closed,Available,Auction.com,18.34,21.83
Closed,Pend,Broker,9.9,16.42
Neww,Always Kick,Internal,12.64,12.51
New,Pending,M L S,12.64,8.71
Reviewed,Available,M L S,17.06,28.96
Accepted Offer,Cancel,Bulk,12.87,13.97
 Closed,Always Kick, MLS,4.68,13.42
 Closed,Kick,M.L.S.,17.7,13.2
 Closed, Close ,M.L.S.,9.18,19.8
New,Pend,Opendoor,7.5,25.63
Accepted Offer,Pending,Opendoor,18.69,7.0
Accepted Offer,Cancel,Broker,18.63,9.23
 Closed,Close,Opendoor,5.31,21.38
Closed,Pend,M L S,18.83,18.58
Offered,Kick,Opendoor,10.31,7.33
Closed,Pending,Auction.com,10.47,17.67
Cancelled,Cancel,Bulk,2.13,8.63
 Closed,Closed,Broker,7.8100000000000005,9.45
 Closed,Closed,M L S,9.02,13.68
 Closed,Always Kick,M L S,7.98,10.54
Cancelled,Pending,M.L.S.,7.25,16.21
 Closed,Pending,Auction.com,7.28,27.77
 Closed,Pending,Bulk,4.37,9.22
Closed,Pending,Opendoor,5.91,7.41
Accepted Offer,Available,M L S,2.9699999999999998,5.52
Offered,Pending,Internal,8.06,29.68
New,Pending,Opendoor,6.89,29.36
Reviewed,Cancel, MLS,18.29,5.36
Closed,Cancelled,M L S,3.88,11.75
Accepted Offer,Closed,Bulk,10.46,23.01
Cancelled,Available,M.L.S.,18.83,18.03
 Closed, Close ,Bulk,12.96,20.56
Neww,Pending,Auction.com,6.77,28.25
Cancelled,Pend,M.L.S.,14.55,16.62
 Closed,Closed, MLS,5.2,24.59
Accepted Offer,Pend, MLS,11.79,21.12
 Closed,Kick,Auction.com,8.42,25.63
Cancelled, Close , MLS,3.86,26.45
New,Closed, MLS,4.72,20.2
Reviewed,Closed,Auction.com,19.59,20.09
 Closed,Close,Opendoor,16.85,6.09
 Closed,Close, MLS,12.69,28.64
Neww,Close,M L S,16.68,19.92
 Closed,Pending,Broker,12.54,5.45
New,Close,Opendoor,16.35,17.21
Neww,Close,Bulk,12.35,9.16
Accepted Offer,Pending,Internal,4.14,6.6
 Closed, Close , MLS,16.25,22.59
Cancelled,Pending,M.L.S.,14.79,26.96
New,Available,Bulk,16.43,5.44
 Closed,Pending,M L S,3.91,8.29
Offered,Pend,M L S,9.76,23.76
 Closed,Close,Bulk,5.99,16.35
 Closed,Cancel,Broker,14.08,5.6
Accepted Offer,Closed,Internal,3.94,9.1
 Closed,Close,Bulk,19.14,28.45
Cancelled,Closed,M.L.S.,13.73,13.84
 Closed,Pending,Opendoor,8.55,25.56
 Closed,Always Kick,Internal,16.52,14.99
 Closed,Available,M L S,4.25,23.61
Reviewed,Pend,Auction.com,10.59,10.56
Accepted Offer,Always Kick, MLS,5.26,15.41
Accepted Offer,Close,Internal,8.88,19.53
Accepted Offer,Pend,Bulk,15.48,28.33
Neww,Closed,Bulk,2.46,22.75
Closed,Pending,M.L.S.,9.35,27.21
Neww, Close ,M L S,8.09,25.37
Accepted Offer,Pending,Bulk,11.01,25.03
Cancelled,Pending,Internal,2.05,28.97
 Closed,Pend,Auction.com,4.53,18.16
Closed,Available,Broker,11.72,22.94
Reviewed,Cancel,Bulk,5.18,15.96
Closed,Close,Opendoor,14.17,16.29
 Closed,Available,Auction.com,5.68,9.12
 Closed, Close ,M L S,18.56,10.12
Neww,Pend, MLS,4.36,22.37
 Closed, Close ,Bulk,12.85,16.03
Reviewed, Close , MLS,16.01,20.32
New,Pending, MLS,19.9,9.74
 Closed,Close,Opendoor,16.03,5.74
Closed,Kick,Auction.com,18.99,6.93
 Closed, Close ,Auction.com,7.55,9.48
Accepted Offer,Pend,Auction.com,5.15,5.15
Closed,Pend, MLS,7.85,24.55
Accepted Offer,Available,M.L.S.,5.88,11.35
Neww,Closed,M.L.S.,11.92,21.43
Neww, Close , MLS,19.02,25.98
New,Cancelled,M.L.S.,14.53,20.29
Accepted Offer,Kick,M L S,17.53,17.57
Accepted Offer,Kick,Broker,10.84,11.86
Closed,Cancel,Bulk,6.6,20.26
Cancelled,Closed,Auction.com,7.11,23.54
 Closed,Cancelled,Internal,9.91,25.02
Accepted Offer,Always Kick,Opendoor,11.83,9.13
Closed,Pending,M.L.S.,15.63,8.06
 Closed,Closed,Broker,2.32,24.41
Accepted Offer,Available,Broker,16.78,28.16
Neww,Close,Bulk,17.5,17.77
Neww,Available,Opendoor,11.69,12.19
Closed,Cancel,Broker,18.14,14.21
 Closed,Kick,M L S,5.1,7.28
New,Close, MLS,11.14,11.82
 Closed,Pending,Opendoor,16.54,11.31
Reviewed,Cancelled, MLS,6.38,12.47
Reviewed,Kick,Broker,6.66,5.67
Cancelled,Closed, MLS,14.02,12.75
 Closed,Pending,Broker,13.9,15.09
New,Close,Auction.com,5.76,8.63
Offered,Always Kick,Opendoor,18.24,5.11
 Closed, Close ,Internal,11.1,26.6
Closed,Cancelled,Opendoor,11.0,8.17
Closed,Cancel,Bulk,4.31,21.94
 Closed,Always Kick,M L S,14.33,18.59
Neww,Always Kick,M.L.S.,12.83,5.01
Offered,Close,Auction.com,19.76,7.87
 Closed,Kick, MLS,7.83,10.4
Accepted Offer,Cancel,Internal,3.98,28.46
Cancelled,Always Kick,Auction.com,14.81,25.36
Accepted Offer,Pend,Broker,4.23,27.07
Cancelled,Pend,Internal,3.66,8.77
Reviewed,Always Kick,M.L.S.,10.86,21.85
 Closed,Pending, MLS,13.35,16.6
Offered,Always Kick,Bulk,15.81,17.55
Neww,Cancelled,Bulk,11.16,9.15
 Closed, Close ,M.L.S.,14.87,23.01
Accepted Offer,Kick,Opendoor,6.59,5.58
 Closed,Kick, MLS,11.83,27.97
New,Closed,Broker,19.32,28.78
Closed,Pend,M.L.S.,12.12,27.37
Closed,Pending,Opendoor,8.57,25.18
 Closed,Closed,M L S,6.43,5.4
 Closed,Available,Opendoor,6.17,15.33
Closed,Closed,Opendoor,9.29,13.8
Reviewed,Cancel,M.L.S.,3.5300000000000002,9.14
Cancelled,Pending,Bulk,3.52,25.63
 Closed,Pending,M.L.S.,19.03,13.72
 Closed,Pending,Internal,8.76,17.95
Offered,Always Kick, MLS,4.93,14.99
Accepted Offer,Pend,M L S,7.73,24.47
Closed,Pending,Broker,19.97,8.55
Accepted Offer,Close,Bulk,11.77,13.28
Offered,Closed,M.L.S.,19.6,8.61
Closed, Close ,Internal,7.01,7.3
 Closed,Cancel,Internal,15.48,8.54
New,Always Kick,M L S,4.24,21.85
 Closed,Pending,Bulk,10.21,19.62
Cancelled,Pending,Internal,7.6,16.19
Reviewed,Close,Auction.com,19.59,29.86
 Closed,Close,Opendoor,10.56,27.42
New,Pending,Bulk,8.95,29.08
New,Always Kick,Broker,12.9,13.99
Neww,Kick, MLS,14.96,10.79
New,Pending,Opendoor,16.17,7.2
Cancelled,Available, MLS,9.85,19.06
 Closed,Close, MLS,18.47,11.12
Cancelled,Pending,M L S,7.8100000000000005,6.53
Closed,Closed, MLS,14.69,14.05
New,Pend,M L S,10.45,26.12
Accepted Offer,Kick,Internal,19.99,20.84
New,Pend,M.L.S.,16.16,13.37
 Closed,Always Kick, MLS,2.13,25.81
Offered,Cancel,Bulk,17.68,7.49
Closed,Pending,Opendoor,17.64,6.37
 Closed,Close,Auction.com,4.49,13.59
 Closed,Cancel,M.L.S.,14.84,6.2
New,Pending,Auction.com,15.71,11.63
New,Cancel,M.L.S.,19.78,9.18
Cancelled,Pending,M L S,8.16,15.08
 Closed,Cancel,Broker,18.4,27.73
 Closed,Pending,Internal,5.24,21.33
Reviewed,Always Kick,M.L.S.,18.57,17.87
 Closed,Pending,Internal,19.2,8.62
 Closed,Closed,Broker,12.65,25.38
Closed,Always Kick,M L S,17.75,17.1
Neww,Pending,Internal,4.92,8.35
Neww,Pending, MLS,9.47,13.93
Accepted Offer,Always Kick,M.L.S.,14.43,12.55
Cancelled,Always Kick,Internal,9.1,19.5
Neww,Cancelled,Bulk,8.28,10.25
 Closed,Pending,Auction.com,7.18,15.82
New,Close, MLS,2.32,16.75
New,Always Kick,M L S,5.29,22.84
 Closed, Close ,M.L.S.,4.93,29.18
Offered,Pend, MLS,19.05,29.92
New,Pending,M.L.S.,11.42,21.12
Cancelled,Pend,Opendoor,3.14,27.25
Neww,Cancel, MLS,5.59,16.53
 Closed,Close,Auction.com,15.38,29.47
Offered,Pending,Opendoor,18.98,19.38
 Closed,Pending,M L S,12.23,19.46
Cancelled,Pend, MLS,6.39,26.34
 Closed,Always Kick,M L S,14.7,25.36
Offered,Pending,Auction.com,16.99,14.25
Reviewed, Close ,Opendoor,14.33,18.77
Neww,Pending,Broker,6.58,14.16
Closed,Pend,M.L.S.,7.92,10.03
Neww,Pend,Opendoor,17.69,10.48
New,Pending,Auction.com,3.25,28.53
Cancelled,Pending,Opendoor,18.42,11.28
 Closed,Cancel,Internal,16.85,29.56
 Closed,Available,M.L.S.,14.2,10.57
 Closed,Available,M.L.S.,6.96,7.23
 Closed,Available,Opendoor,17.58,21.94
 Closed,Kick,M.L.S.,14.18,13.3
Accepted Offer,Closed,Opendoor,2.07,14.1
Accepted Offer,Cancelled,Auction.com,19.64,20.89
Reviewed,Pending,M.L.S.,8.13,15.05
Cancelled,Available,Auction.com,9.08,25.61
Closed,Available,M L S,17.16,17.16
Neww,Close, MLS,2.13,26.96
 Closed,Closed,Auction.com,12.58,26.27
Neww,Pending,Internal,3.01,24.66
Closed,Pending,Bulk,7.3,5.09
Neww,Closed,Bulk,17.34,28.67
Neww,Always Kick,Bulk,3.93,15.79
Offered,Cancelled,M.L.S.,10.97,27.83
New,Available,Broker,12.69,22.39
Reviewed,Pend,Opendoor,10.18,23.28
Cancelled,Pending,Auction.com,11.65,5.03
Offered,Pending, MLS,4.38,12.54
Closed, Close ,Auction.com,10.52,29.86
Cancelled, Close ,Opendoor,16.21,10.63
Accepted Offer,Pending, MLS,19.23,20.03
Closed,Always Kick,Bulk,3.01,10.37
 Closed,Pending,Auction.com,5.24,24.13
Reviewed,Pending,M.L.S.,15.62,19.81
Cancelled,Cancel, MLS,13.53,27.72
 Closed,Pending, MLS,19.8,7.97
New,Available,Internal,4.62,21.71
Closed,Pending,Auction.com,15.22,12.27
Closed,Kick,Internal,12.84,21.38
New,Cancel, MLS,17.54,7.07
 Closed,Available,Opendoor,4.69,16.45
 Closed,Cancel,Internal,8.5,20.09
Neww,Always Kick,M.L.S.,17.32,11.18
Closed,Closed,Broker,13.3,14.88
Accepted Offer,Cancel,Auction.com,5.44,20.62
Reviewed,Available,Bulk,17.36,15.93
Offered,Pending,Bulk,5.74,29.72
Neww,Pending,M L S,12.27,5.52
Reviewed,Kick,Bulk,18.61,20.42
Offered,Cancelled,Broker,7.52,6.24
Accepted Offer,Pending,Opendoor,9.9,8.74
 Closed, Close , MLS,17.47,9.09
 Closed,Pending,Opendoor,3.17,22.7
 Closed,Cancel,Auction.com,12.82,20.16
Reviewed,Always Kick,Auction.com,9.39,22.17
 Closed,Closed,Broker,7.4,17.06
 Closed,Cancel, MLS,6.42,14.19
New,Pending,Auction.com,19.87,5.92
Closed, Close , MLS,13.06,16.15
New,Available,Opendoor,12.12,23.11
Offered,Pending,Opendoor,6.12,28.1
Neww,Close, MLS,16.64,15.68
 Closed,Cancel,Auction.com,17.74,16.94
Closed,Kick,Bulk,9.39,26.59
Reviewed,Pending,M.L.S.,2.84,10.38
New,Pend,Internal,18.39,11.44
 Closed,Pending,Opendoor,11.69,8.67
 Closed,Pend,Opendoor,12.07,24.77
 Closed,Pending,Bulk,14.21,24.73
Offered,Available,Broker,6.86,18.36
New,Kick,Broker,9.05,18.33
Offered,Always Kick,Auction.com,18.71,25.48
Closed,Pending,Internal,3.66,27.7
New, Close , MLS,3.09,5.8100000000000005
Offered,Available,M.L.S.,17.29,5.5
Offered,Always Kick,Bulk,16.86,24.77
 Closed,Pending,Bulk,7.8,11.2
Reviewed,Pending,M L S,7.49,20.07
 Closed,Pending,M L S,9.69,19.93
 Closed,Pending,Internal,2.36,11.38
 Closed,Kick,Opendoor,7.36,19.86
Cancelled,Cancel,M.L.S.,9.12,17.78
Reviewed,Cancelled,Broker,13.0,11.95
 Closed,Pend,Auction.com,12.42,12.65
Reviewed,Available,M.L.S.,12.12,14.74
Closed,Pending,Broker,10.69,11.12
 Closed,Always Kick,Broker,6.2,28.09
Accepted Offer,Pending,Broker,5.01,12.69
Reviewed,Cancel, MLS,4.26,14.81
Cancelled,Always Kick,Opendoor,14.82,18.4
 Closed,Pending, MLS,9.56,18.48
Reviewed,Pending,Internal,14.46,22.27
Accepted Offer,Cancel,Internal,19.37,23.09
Offered,Closed,Broker,8.88,17.92
 Closed,Cancelled,Bulk,14.83,27.0
 Closed,Pending,Bulk,3.2800000000000002,25.08
 Closed,Cancelled,Auction.com,11.99,24.12
New,Pending,Broker,12.66,12.73
Accepted Offer,Cancel, MLS,18.46,17.5
 Closed,Kick,Internal,15.54,10.07
Closed,Pending, MLS,3.14,5.47
 Closed,Pending,M.L.S.,18.38,27.13
Reviewed,Kick,Bulk,19.97,17.29
Accepted Offer, Close ,Internal,18.16,21.91
 Closed,Always Kick,Opendoor,3.2800000000000002,22.73
Accepted Offer,Close,M.L.S.,8.15,24.63
Closed,Pending,M.L.S.,4.83,27.46
Neww,Closed,Internal,17.12,12.81
 Closed,Close,Internal,10.82,10.82
Cancelled,Closed,Opendoor,6.78,8.33
Reviewed,Closed,Bulk,2.58,29.57
New,Closed,M L S,13.85,28.57
 Closed,Pending,Internal,5.8100000000000005,5.24
Accepted Offer,Pend, MLS,5.82,15.28
Closed,Cancelled,M.L.S.,6.45,18.22
Closed,Always Kick,Auction.com,14.83,10.13
Reviewed,Always Kick,Broker,11.97,20.74
Cancelled,Pending,M.L.S.,4.03,27.29
Closed,Always Kick,Bulk,6.74,20.0
Accepted Offer,Available,M.L.S.,6.08,6.17
Accepted Offer,Always Kick,M.L.S.,11.83,23.21
 Closed,Close,Bulk,10.38,18.3
 Closed,Always Kick,M L S,19.43,20.66
 Closed,Kick, MLS,19.26,5.62
Reviewed,Pending,M.L.S.,19.15,11.18
 Closed,Kick,Internal,5.61,7.47
 Closed,Available,Auction.com,5.59,21.89
Accepted Offer,Closed,Internal,12.14,13.62
New,Kick, MLS,13.5,22.5
New, Close ,M.L.S.,13.47,14.5
 Closed,Closed,Auction.com,18.11,18.19
Neww,Available,Internal,17.94,15.1
Reviewed,Pending,Opendoor,14.32,26.7
 Closed,Kick, MLS,18.25,22.32
Cancelled,Pending,Opendoor,4.4,8.01
Neww,Available,Broker,18.87,12.69
New,Available,Internal,16.82,6.5
Accepted Offer,Pending,Bulk,14.05,27.46
Accepted Offer,Closed,M L S,15.84,22.24
 Closed,Pending,Bulk,7.58,22.78
New,Cancelled,Auction.com,17.49,21.62
 Closed,Cancelled, MLS,12.96,5.31
Neww,Pend,M L S,8.79,11.44
Cancelled,Always Kick,Broker,4.19,7.97
 Closed,Pending,M.L.S.,8.89,29.55
Reviewed,Always Kick,Broker,4.44,29.62
Cancelled,Close,Opendoor,3.42,11.26
Offered,Pending,M L S,5.95,22.4
 Closed,Pending,Bulk,15.59,15.83
Cancelled, Close ,Auction.com,3.59,19.52
 Closed, Close ,Opendoor,5.16,29.23
Neww,Close,M L S,15.5,29.32
New,Kick,Broker,8.38,16.44
Offered,Pending,Internal,13.83,20.05
 Closed,Available,Auction.com,15.19,22.64
Closed,Pending,M.L.S.,19.07,20.38
Closed, Close ,Broker,7.04,23.81
Reviewed,Closed,Broker,14.4,19.53
Accepted Offer,Pending,M.L.S.,13.3,29.02
Accepted Offer,Cancel,Bulk,6.36,13.25
Neww,Pending,Broker,9.22,15.52
Neww,Pending,Broker,12.44,18.52
Accepted Offer,Available,Auction.com,8.6,8.72
Reviewed,Available, MLS,6.53,16.48
New, Close ,Auction.com,7.02,19.41
Offered,Available,Bulk,10.36,29.69
Accepted Offer,Cancel,Bulk,2.9699999999999998,16.06
Neww,Always Kick,M L S,14.79,25.62
 Closed,Always Kick,Auction.com,11.2,20.81
Offered,Kick,M.L.S.,6.79,8.79
Closed,Cancelled,M.L.S.,7.43,27.36
Accepted Offer,Pending,M.L.S.,14.18,19.93
Closed,Cancelled, MLS,7.07,7.19
 Closed,Pend,M L S,3.12,10.0
 Closed,Pending,Auction.com,9.15,12.4
Reviewed,Kick,M L S,7.63,13.46
 Closed,Cancelled,Auction.com,2.16,6.97
New,Close,M L S,9.35,6.97
Accepted Offer,Pending,Internal,13.47,16.03
New,Closed,Internal,7.87,5.2
Reviewed,Cancel,Auction.com,11.21,27.16
 Closed,Cancel,M L S,8.24,5.21
New,Cancel,Internal,6.54,10.43
 Closed,Available,Internal,18.33,26.73
Cancelled,Cancel, MLS,13.95,15.26
Neww,Available,Auction.com,17.74,22.88
Accepted Offer,Pending,Broker,9.86,20.3
Accepted Offer,Cancel,Opendoor,6.36,27.14
 Closed, Close ,M.L.S.,5.61,20.62
New,Pending,Bulk,9.63,26.02
Reviewed,Closed,Broker,8.46,12.9
Reviewed,Pending,M L S,12.54,25.2
Closed,Pending, MLS,17.91,19.8
 Closed,Cancelled,Broker,12.79,22.27
Closed,Available,M.L.S.,12.81,10.97
 Closed,Pend,M L S,7.99,18.5
Reviewed,Always Kick,Bulk,14.21,26.1
 Closed,Always Kick,M L S,18.05,19.47
Reviewed,Pending, MLS,2.94,6.05
Neww,Closed,Internal,2.23,15.87
Accepted Offer,Close,Broker,11.48,26.6
 Closed,Close,Opendoor,15.64,23.87
 Closed,Closed,Opendoor,12.75,27.59
 Closed,Kick,Broker,19.45,22.28
