Property_Title,Address,Market,Street_Address,City,State,Zip,Property_Type,Tax_Rate,SQFT_Basement,Year_Built,SQFT_MU,SQFT_Total,Parking,Bed,Bath,Layout,Neighborhood_Rating,Latitude,Longitude,Subdivision,School_Average
"78129 Mccarthy Pass, New Ashleyport, WY 18374","78129 Mccarthy Pass, New Ashleyport, WY 18374", Closed,78129 Mccarthy Pass,New Ashleyport,WY,18374,SFR,3.08,435,1932,1962,7382,Street,2,4,Ranch,2,40.372633,-113.094049,Ways,8.42
"08060 Marshall Coves, Lake Richard, NC 39910","08060 Marshall Coves, Lake Richard, NC 39910",Dalas,08060 Marshall Coves,Lake Richard,NC,39910,Townhouse,3.43,1520,1928,3088,6618,Street,4,1,Ranch,2,38.408293,-83.757958,Prairie,8.05
"5821 Patrick Gardens Suite 951, Sarahburgh, AS 44361","5821 Patrick Gardens Suite 951, Sarahburgh, AS 44361",Florida,5821 Patrick Gardens Suite 951,Sarahburgh,AS,44361,Townhouse,2.88,1605,1933,3232,5417,Street,6,4,Ranch,3,35.49365,-97.053087,Terrace,9.31
"0918 Hall Trail Suite 155, Stevenchester, AZ 53766","0918 Hall Trail Suite 155, Stevenchester, AZ 53766",Chicago,0918 Hall Trail Suite 155,Stevenchester,AZ,53766,Duplex,3.15,1227,2016,1152,8900,Garage,4,4,Colonial,1,39.096561,-85.914401,Locks,3.29
"0655 Salinas Keys Suite 634, Port Mary, LA 29716","0655 Salinas Keys Suite 634, Port Mary, LA 29716",Dallas,0655 Salinas Keys Suite 634,Port Mary,LA,29716,Single Family Home,1.55,316,1987,3008,6109,Street,6,2,Ranch,2,34.66021,-92.592273,Harbor,8.46
"021 Mathew Street Suite 928, Johnsfort, MN 19826","021 Mathew Street Suite 928, Johnsfort, MN 19826", Closed,021 Mathew Street Suite 928,Johnsfort,MN,19826,Condo,1.13,509,1982,1850,4864,Street,3,3,Colonial,1,40.502065,-89.301648,Valley,8.88
"517 Gutierrez Knolls, West Lisaville, LA 41041","517 Gutierrez Knolls, West Lisaville, LA 41041", Closed,517 Gutierrez Knolls,West Lisaville,LA,41041,SFR,2.32,1347,1941,3127,6745,Street,2,1,Ranch,3,41.580328,-102.028767,Club,6.54
"5044 Mike Keys Suite 566, New Adam, NE 11960","5044 Mike Keys Suite 566, New Adam, NE 11960", Closed,5044 Mike Keys Suite 566,New Adam,NE,11960,Condo,3.32,287,1945,1371,6460,Street,3,3,Ranch,2,40.536649,-82.992212,Run,6.88
"51827 Rivera Courts Suite 133, Pottermouth, NM 02532","51827 Rivera Courts Suite 133, Pottermouth, NM 02532", Closed,51827 Rivera Courts Suite 133,Pottermouth,NM,2532,Duplex,1.54,1135,1990,1286,3856,Driveway,1,4,Split,1,33.521858,-81.117977,Crest,9.55
"32959 Long Unions, East Matthew, NM 29437","32959 Long Unions, East Matthew, NM 29437",Tampa,32959 Long Unions,East Matthew,NM,29437,SFR,3.18,163,1947,1105,3825,Street,1,1,Colonial,4,40.555,-76.089925,Park,8.24
"900 Haynes Underpass, Port Jenniferbury, WI 60463","900 Haynes Underpass, Port Jenniferbury, WI 60463",Atlanta,900 Haynes Underpass,Port Jenniferbury,WI,60463,Condo,1.8900000000000001,416,1934,2311,9213,Street,2,1,Split,3,40.234471,-82.934365,Brook,4.8
"01134 Henry Prairie, South Mary, ND 57194","01134 Henry Prairie, South Mary, ND 57194",Atlanta,01134 Henry Prairie,South Mary,ND,57194,Duplex,3.05,1384,2008,2941,4681,Garage,4,4,Ranch,1,35.824694,-100.048658,Passage,4.98
"8623 Margaret Viaduct, Doughertyton, HI 77893","8623 Margaret Viaduct, Doughertyton, HI 77893",Tampa,8623 Margaret Viaduct,Doughertyton,HI,77893,Condo,3.08,1582,2024,3183,6153,Driveway,3,2,Ranch,1,40.643856,-111.000277,Unions,6.37
"20278 Mcclure Center, South Marie, OK 59148","20278 Mcclure Center, South Marie, OK 59148",Tampa,20278 Mcclure Center,South Marie,OK,59148,SFR,2.27,1607,1921,1326,8547,Street,6,1,Ranch,2,34.197615,-110.758185,Orchard,4.09
"856 Moore Underpass Apt. 277, Cassandrafurt, ND 10815","856 Moore Underpass Apt. 277, Cassandrafurt, ND 10815",Atlanta,856 Moore Underpass Apt. 277,Cassandrafurt,ND,10815,Townhouse,2.77,1182,1991,2659,5057,Garage,4,3,Ranch,4,39.643941,-90.085826,Motorway,8.08
"479 Tucker Radial, Port Barbarabury, KY 68495","479 Tucker Radial, Port Barbarabury, KY 68495",Chicgo,479 Tucker Radial,Port Barbarabury,KY,68495,SFR,2.2,339,2000,705,5573,Street,2,3,Ranch,2,37.738976,-89.208951,Skyway,8.25
"252 Neil Center Apt. 992, Heathertown, PR 63658","252 Neil Center Apt. 992, Heathertown, PR 63658",Atlanta,252 Neil Center Apt. 992,Heathertown,PR,63658,Condo,1.3,80,1956,1431,7083,Driveway,5,1,Split,3,35.336804,-108.06848,Meadow,6.9
"931 Carney Prairie Apt. 275, Danielfort, MN 33327","931 Carney Prairie Apt. 275, Danielfort, MN 33327",Florida,931 Carney Prairie Apt. 275,Danielfort,MN,33327,Condo,2.77,1352,2020,2182,8085,Driveway,4,4,Ranch,4,33.108034,-115.546771,Station,5.94
"27946 Gregory Trace Suite 962, East Lynnport, AR 99935","27946 Gregory Trace Suite 962, East Lynnport, AR 99935",Dallas,27946 Gregory Trace Suite 962,East Lynnport,AR,99935,Duplex,1.53,1808,1952,3073,3515,Garage,6,1,Split,2,35.710694,-97.563715,Vista,8.85
"6538 Juan Camp, New Johntown, NY 92063","6538 Juan Camp, New Johntown, NY 92063",Chicago,6538 Juan Camp,New Johntown,NY,92063,SFR,2.2800000000000002,605,1972,1748,6159,Street,1,3,Colonial,1,37.013466,-113.609828,Estates,8.39
"287 Levine Centers, New Patrick, OK 11190","287 Levine Centers, New Patrick, OK 11190",Chicgo,287 Levine Centers,New Patrick,OK,11190,Townhouse,1.27,985,1978,2549,8967,Driveway,1,3,Colonial,4,35.477529,-83.720102,Throughway,7.31
"43198 Ferguson Orchard Suite 214, Lake Lisa, MD 87651","43198 Ferguson Orchard Suite 214, Lake Lisa, MD 87651",Chicgo,43198 Ferguson Orchard Suite 214,Lake Lisa,MD,87651,SFR,2.38,611,1953,2118,7581,Driveway,1,2,Ranch,2,38.066863,-93.950447,Knoll,8.03
"09758 Curtis Fort, West Hannah, SD 79893","09758 Curtis Fort, West Hannah, SD 79893",Atlanta,09758 Curtis Fort,West Hannah,SD,79893,Duplex,1.42,951,1942,3490,8344,Driveway,5,3,Colonial,2,39.90956,-99.583039,Hill,7.89
"14345 Isabel Islands Suite 284, South Kennethchester, NH 97418","14345 Isabel Islands Suite 284, South Kennethchester, NH 97418",Florida,14345 Isabel Islands Suite 284,South Kennethchester,NH,97418,Townhouse,2.26,413,2010,3358,7050,Street,1,3,Ranch,2,39.099796,-77.585321,Points,3.9699999999999998
"19086 Underwood Shoal, Heatherburgh, NM 46239","19086 Underwood Shoal, Heatherburgh, NM 46239",Florida,19086 Underwood Shoal,Heatherburgh,NM,46239,Duplex,2.03,201,2023,1866,8337,Street,4,1,Ranch,5,35.26761,-86.469102,Court,8.39
"48825 Maldonado Meadows Suite 640, Michaelland, WA 55033","48825 Maldonado Meadows Suite 640, Michaelland, WA 55033",Chicago,48825 Maldonado Meadows Suite 640,Michaelland,WA,55033,Single Family Home,2.48,1223,1953,2922,8969,Driveway,6,4,Ranch,2,36.961874,-111.049155,Causeway,9.64
"6644 Ford Lake Suite 507, Bryceton, WV 36839","6644 Ford Lake Suite 507, Bryceton, WV 36839",Florida,6644 Ford Lake Suite 507,Bryceton,WV,36839,Duplex,1.1,969,1959,2914,8982,Street,4,3,Ranch,2,34.498976,-98.618978,Rest,8.32
"330 Lynn Stream Suite 931, Deannashire, CT 59311","330 Lynn Stream Suite 931, Deannashire, CT 59311", Closed,330 Lynn Stream Suite 931,Deannashire,CT,59311,Single Family Home,2.65,1359,1993,1088,4250,Driveway,1,1,Ranch,1,36.967118,-87.758177,Haven,9.05
"08523 Fleming Place, West Benjamin, AZ 07751","08523 Fleming Place, West Benjamin, AZ 07751",Chicgo,08523 Fleming Place,West Benjamin,AZ,7751,Duplex,1.46,1733,1998,2896,6312,Street,3,4,Ranch,5,37.074705,-93.562549,Mountains,7.82
"516 Stuart Place Apt. 978, Reyesview, AK 00987","516 Stuart Place Apt. 978, Reyesview, AK 00987",Dalas,516 Stuart Place Apt. 978,Reyesview,AK,987,Townhouse,2.62,238,2017,3436,6434,Driveway,3,4,Colonial,5,34.96922,-75.208352,Meadows,5.8100000000000005
"68305 Thomas Fields, East Rebecca, UT 27394","68305 Thomas Fields, East Rebecca, UT 27394",Chicgo,68305 Thomas Fields,East Rebecca,UT,27394,Single Family Home,2.06,1478,1982,2261,5950,Garage,1,2,Colonial,1,41.753277,-88.948741,Island,5.45
"4374 Floyd Grove, Ronaldchester, NM 42490","4374 Floyd Grove, Ronaldchester, NM 42490",Tampa,4374 Floyd Grove,Ronaldchester,NM,42490,Townhouse,2.67,1444,1937,3451,8595,Street,1,4,Split,4,34.625613,-111.757665,Heights,9.64
"403 Dillon Wall, North Davidview, DE 72650","403 Dillon Wall, North Davidview, DE 72650",Tampa,403 Dillon Wall,North Davidview,DE,72650,Condo,2.95,1572,1957,3162,4986,Street,1,1,Ranch,1,41.251819,-77.119502,Court,8.15
"94666 Hall Turnpike Suite 716, Lake Donna, WA 00903","94666 Hall Turnpike Suite 716, Lake Donna, WA 00903", Closed,94666 Hall Turnpike Suite 716,Lake Donna,WA,903,Single Family Home,1.98,1699,1982,3419,3876,Garage,3,4,Ranch,4,41.750858,-97.128885,Village,7.65
"97505 Matthew Summit Apt. 835, Justinview, MS 57392","97505 Matthew Summit Apt. 835, Justinview, MS 57392",Dalas,97505 Matthew Summit Apt. 835,Justinview,MS,57392,SFR,2.2,219,1943,889,7396,Garage,5,1,Ranch,5,35.060327,-81.867663,Ferry,5.88
"081 Anne Highway Suite 776, Reevesville, AS 15189","081 Anne Highway Suite 776, Reevesville, AS 15189",Dalas,081 Anne Highway Suite 776,Reevesville,AS,15189,Duplex,2.05,1969,1920,850,6189,Driveway,5,1,Split,5,34.06587,-75.283252,Neck,3.84
"1516 Hopkins Valleys, Matthewshire, WI 50082","1516 Hopkins Valleys, Matthewshire, WI 50082",Chicago,1516 Hopkins Valleys,Matthewshire,WI,50082,Condo,1.4100000000000001,1390,2020,2736,5659,Street,5,3,Split,4,38.471058,-81.783328,Expressway,7.42
"838 Shaw Greens Suite 262, Kingfort, IA 21148","838 Shaw Greens Suite 262, Kingfort, IA 21148",Florida,838 Shaw Greens Suite 262,Kingfort,IA,21148,SFR,1.19,1309,1956,1038,9398,Garage,3,1,Colonial,3,35.683288,-85.953277,Stravenue,9.91
"651 Ware Inlet, Barronmouth, NM 55160","651 Ware Inlet, Barronmouth, NM 55160",Dallas,651 Ware Inlet,Barronmouth,NM,55160,Townhouse,1.4,579,1922,589,4342,Street,5,1,Ranch,3,36.829571,-100.438963,Rapid,9.01
"06090 Paul Circles Suite 540, Whiteville, AZ 33675","06090 Paul Circles Suite 540, Whiteville, AZ 33675",Tampa,06090 Paul Circles Suite 540,Whiteville,AZ,33675,Townhouse,1.32,1672,1941,1775,9979,Garage,3,4,Ranch,2,36.833983,-103.560414,Knolls,6.52
"685 Linda Parkways Apt. 897, Morrismouth, NC 90521","685 Linda Parkways Apt. 897, Morrismouth, NC 90521",Atlanta,685 Linda Parkways Apt. 897,Morrismouth,NC,90521,Townhouse,1.46,1008,1940,3257,4424,Street,4,2,Colonial,1,40.854021,-89.677416,Summit,8.32
"8801 James Squares, South Patrick, ND 70220","8801 James Squares, South Patrick, ND 70220",Atlanta,8801 James Squares,South Patrick,ND,70220,Townhouse,2.5700000000000003,744,1962,900,7619,Street,4,1,Ranch,5,33.799712,-73.683168,Road,6.95
"97873 Robert Lakes, South Matthew, HI 29250","97873 Robert Lakes, South Matthew, HI 29250",Tampa,97873 Robert Lakes,South Matthew,HI,29250,Condo,3.48,1921,1982,2759,4347,Garage,3,1,Split,2,36.49013,-82.544197,Street,9.54
"613 Harper Stravenue, Jenniferland, ME 66349","613 Harper Stravenue, Jenniferland, ME 66349",Florida,613 Harper Stravenue,Jenniferland,ME,66349,Duplex,2.21,1078,1982,2430,8196,Driveway,2,1,Colonial,4,40.572465,-99.511168,Islands,7.26
"9105 Derrick Estate, New Davidchester, PA 58402","9105 Derrick Estate, New Davidchester, PA 58402",Chicago,9105 Derrick Estate,New Davidchester,PA,58402,Duplex,3.35,908,1946,3326,7953,Street,4,4,Ranch,3,34.016285,-74.019189,Shore,3.43
"92390 Heidi Station Apt. 875, New Mikeport, VT 03841","92390 Heidi Station Apt. 875, New Mikeport, VT 03841",Tampa,92390 Heidi Station Apt. 875,New Mikeport,VT,3841,SFR,2.7800000000000002,288,1998,1026,5449,Street,4,1,Colonial,2,40.408063,-107.74323,Walk,3.26
"10205 Jennifer Tunnel, Jeffreyport, NC 82531","10205 Jennifer Tunnel, Jeffreyport, NC 82531",Tampa,10205 Jennifer Tunnel,Jeffreyport,NC,82531,Townhouse,2.64,1295,2020,966,9855,Garage,6,2,Split,4,33.260311,-112.864209,Rest,3.01
"07852 Carlson Path Suite 445, Michelemouth, NJ 95426","07852 Carlson Path Suite 445, Michelemouth, NJ 95426", Closed,07852 Carlson Path Suite 445,Michelemouth,NJ,95426,Townhouse,1.29,1301,2023,3243,7360,Garage,1,4,Split,5,37.765539,-115.483559,Tunnel,9.9
"9546 Shawn Estate Apt. 408, Thomasbury, WY 97531","9546 Shawn Estate Apt. 408, Thomasbury, WY 97531",Dalas,9546 Shawn Estate Apt. 408,Thomasbury,WY,97531,Townhouse,2.06,1608,2003,2999,6138,Driveway,1,4,Ranch,4,34.903435,-85.951582,Trail,9.21
"019 Christopher Summit, Jasonmouth, FM 04338","019 Christopher Summit, Jasonmouth, FM 04338",Atlanta,019 Christopher Summit,Jasonmouth,FM,4338,Condo,2.55,1447,2009,2091,5119,Street,3,4,Split,4,33.794139,-86.091896,Station,6.34
"184 Brandon Way, Ortegachester, IA 33372","184 Brandon Way, Ortegachester, IA 33372",Atlanta,184 Brandon Way,Ortegachester,IA,33372,Townhouse,1.21,304,1953,1724,9923,Street,6,1,Colonial,4,36.358291,-78.799635,Drive,5.07
"2516 Gavin Canyon, Amandaside, GA 57389","2516 Gavin Canyon, Amandaside, GA 57389", Closed,2516 Gavin Canyon,Amandaside,GA,57389,Duplex,3.03,1579,1998,2233,4770,Garage,1,2,Colonial,4,33.966022,-93.303926,Cape,6.04
"81210 Edward Square Apt. 691, Ashleyview, AL 84323","81210 Edward Square Apt. 691, Ashleyview, AL 84323",Dallas,81210 Edward Square Apt. 691,Ashleyview,AL,84323,Duplex,2.9699999999999998,780,1997,1305,5645,Street,3,1,Ranch,3,34.93328,-81.229771,Glen,9.19
"33852 Klein Dam Suite 792, Hickmanview, NM 55626","33852 Klein Dam Suite 792, Hickmanview, NM 55626",Chicago,33852 Klein Dam Suite 792,Hickmanview,NM,55626,Single Family Home,1.51,1649,2003,3448,7417,Garage,5,2,Ranch,1,36.906895,-90.322993,Divide,7.14
"3325 Sean Shoals, Buchananbury, PR 13380","3325 Sean Shoals, Buchananbury, PR 13380",Tampa,3325 Sean Shoals,Buchananbury,PR,13380,Duplex,2.21,452,2003,1267,5465,Driveway,3,1,Split,2,39.097812,-81.602713,Via,5.76
"014 Stefanie Roads Suite 554, Arnoldfort, WI 65375","014 Stefanie Roads Suite 554, Arnoldfort, WI 65375",Dalas,014 Stefanie Roads Suite 554,Arnoldfort,WI,65375,Condo,1.0,634,2014,3007,9293,Street,1,4,Ranch,2,38.328498,-102.505505,Via,4.61
"3360 Perez Park, West Justin, MT 56374","3360 Perez Park, West Justin, MT 56374", Closed,3360 Perez Park,West Justin,MT,56374,Duplex,2.31,14,1948,1812,9864,Street,2,3,Colonial,4,38.229511,-93.354831,Trace,8.04
"515 Snyder Loop, West Wandaberg, MS 38265","515 Snyder Loop, West Wandaberg, MS 38265",Chicago,515 Snyder Loop,West Wandaberg,MS,38265,Single Family Home,1.05,1019,1962,681,7814,Garage,4,3,Split,1,40.009581,-116.067302,Neck,3.11
"371 Arnold Stream Apt. 958, Scottland, WI 17035","371 Arnold Stream Apt. 958, Scottland, WI 17035",Tampa,371 Arnold Stream Apt. 958,Scottland,WI,17035,Single Family Home,1.34,33,1942,3064,7231,Garage,6,4,Split,5,36.664349,-85.265102,Green,5.35
"4987 Robert Lake, West Jessicaburgh, MP 73241","4987 Robert Lake, West Jessicaburgh, MP 73241",Dallas,4987 Robert Lake,West Jessicaburgh,MP,73241,Townhouse,1.07,1265,1986,1218,4474,Street,5,3,Ranch,3,36.41888,-97.898715,Expressway,3.68
"269 Riley Field Suite 926, Garciabury, NH 72370","269 Riley Field Suite 926, Garciabury, NH 72370",Dalas,269 Riley Field Suite 926,Garciabury,NH,72370,Duplex,2.7199999999999998,743,1939,3474,8371,Garage,3,4,Ranch,3,39.757006,-112.78774,Isle,3.47
"67355 Louis Street, Kristinburgh, WI 52914","67355 Louis Street, Kristinburgh, WI 52914",Chicago,67355 Louis Street,Kristinburgh,WI,52914,Duplex,1.81,731,1929,1584,3696,Street,4,4,Ranch,1,40.257426,-101.838438,Circle,5.66
"468 Ortiz Valley, West Karen, GU 48566","468 Ortiz Valley, West Karen, GU 48566", Closed,468 Ortiz Valley,West Karen,GU,48566,Townhouse,2.24,1777,1931,3448,3580,Street,1,4,Ranch,1,36.471164,-107.030723,Lodge,8.34
"252 Shawn Views Apt. 326, Wardshire, OH 47828","252 Shawn Views Apt. 326, Wardshire, OH 47828",Florida,252 Shawn Views Apt. 326,Wardshire,OH,47828,Single Family Home,1.05,508,1987,1818,3684,Street,3,4,Ranch,2,39.305139,-80.557674,Spring,8.85
"53468 Lori Pine, East Adrianborough, MN 86694","53468 Lori Pine, East Adrianborough, MN 86694",Chicgo,53468 Lori Pine,East Adrianborough,MN,86694,Townhouse,2.79,341,2020,2875,6589,Garage,5,1,Colonial,5,41.561114,-96.323717,Gardens,6.65
"0137 Hall Meadows Suite 986, Christinaborough, WV 96943","0137 Hall Meadows Suite 986, Christinaborough, WV 96943",Florida,0137 Hall Meadows Suite 986,Christinaborough,WV,96943,Duplex,1.92,1651,1944,2870,8903,Driveway,6,3,Ranch,3,41.139886,-104.242588,Shore,5.46
"9447 Fox Fords Suite 866, Russellmouth, CT 40940","9447 Fox Fords Suite 866, Russellmouth, CT 40940",Chicago,9447 Fox Fords Suite 866,Russellmouth,CT,40940,Condo,3.13,1406,2009,1300,8010,Street,6,1,Ranch,3,39.492245,-81.030205,View,6.33
"391 Christine Fork Apt. 673, Camachochester, AL 78586","391 Christine Fork Apt. 673, Camachochester, AL 78586", Closed,391 Christine Fork Apt. 673,Camachochester,AL,78586,Condo,1.46,45,1992,3082,5535,Driveway,6,1,Split,5,36.370785,-96.666692,Manors,9.92
"9269 Michael Oval, South Judy, SC 43247","9269 Michael Oval, South Judy, SC 43247",Dalas,9269 Michael Oval,South Judy,SC,43247,Single Family Home,2.48,1160,1944,2859,4069,Street,5,3,Ranch,4,39.659207,-84.683098,Gardens,3.41
"78301 Sims Cape, East Melissamouth, TX 19701","78301 Sims Cape, East Melissamouth, TX 19701",Chicgo,78301 Sims Cape,East Melissamouth,TX,19701,Duplex,2.67,777,2011,723,5526,Street,1,3,Split,5,39.453718,-85.362498,Bypass,6.97
"891 Amanda Stream Suite 072, Jonesview, MP 26037","891 Amanda Stream Suite 072, Jonesview, MP 26037",Dalas,891 Amanda Stream Suite 072,Jonesview,MP,26037,SFR,1.08,238,2020,577,6355,Garage,1,3,Ranch,1,35.630808,-89.625155,Shoals,9.98
"9083 Reed Mission Suite 451, North Michealville, OH 80504","9083 Reed Mission Suite 451, North Michealville, OH 80504",Chicago,9083 Reed Mission Suite 451,North Michealville,OH,80504,Duplex,2.65,451,1977,2674,8224,Garage,6,4,Split,4,40.607774,-97.289178,Keys,5.12
"6708 Stephanie Groves, Richardside, AL 99931","6708 Stephanie Groves, Richardside, AL 99931", Closed,6708 Stephanie Groves,Richardside,AL,99931,SFR,1.16,1894,1921,2647,9413,Street,2,1,Ranch,4,37.923027,-77.283364,Lights,4.58
"82089 Boyd Spring, South Johnton, PA 95224","82089 Boyd Spring, South Johnton, PA 95224",Atlanta,82089 Boyd Spring,South Johnton,PA,95224,Duplex,2.07,1818,2007,572,8950,Street,1,2,Colonial,1,34.880139,-112.357206,Lock,4.94
"13442 Todd Harbor Apt. 133, Kennethborough, NM 72177","13442 Todd Harbor Apt. 133, Kennethborough, NM 72177",Chicago,13442 Todd Harbor Apt. 133,Kennethborough,NM,72177,Duplex,1.0,563,1947,1058,8518,Street,1,2,Split,4,41.640541,-89.377467,Harbor,3.29
"12910 Hernandez Orchard, Russellbury, ME 47458","12910 Hernandez Orchard, Russellbury, ME 47458",Chicago,12910 Hernandez Orchard,Russellbury,ME,47458,Townhouse,2.69,1070,1987,3341,5797,Driveway,5,3,Ranch,4,41.006684,-84.137468,Springs,3.49
"288 Hicks Manors Apt. 788, New Christopher, IN 21653","288 Hicks Manors Apt. 788, New Christopher, IN 21653",Chicgo,288 Hicks Manors Apt. 788,New Christopher,IN,21653,Condo,2.6,1831,1995,726,7460,Street,5,1,Ranch,4,39.12732,-99.649237,Drive,5.74
"6205 Ashley Harbor Apt. 528, Lake Michelle, NC 26612","6205 Ashley Harbor Apt. 528, Lake Michelle, NC 26612",Chicgo,6205 Ashley Harbor Apt. 528,Lake Michelle,NC,26612,Duplex,2.54,1448,2019,2159,8400,Street,6,2,Split,5,33.880919,-110.215912,Hollow,6.6
"256 Sally Camp, Brianshire, ND 03471","256 Sally Camp, Brianshire, ND 03471",Florida,256 Sally Camp,Brianshire,ND,3471,Condo,2.96,755,2000,1605,4208,Driveway,3,1,Ranch,5,40.597469,-83.523409,Extension,3.96
"85543 Jones Drive, Melissastad, GU 85684","85543 Jones Drive, Melissastad, GU 85684",Florida,85543 Jones Drive,Melissastad,GU,85684,Single Family Home,1.5,1608,1982,2135,7596,Driveway,1,2,Colonial,1,39.901553,-101.552177,Parkway,9.68
"3263 Aguirre Loop Suite 446, North Lisa, AS 22581","3263 Aguirre Loop Suite 446, North Lisa, AS 22581",Chicago,3263 Aguirre Loop Suite 446,North Lisa,AS,22581,Single Family Home,2.95,1323,1955,1475,8934,Street,2,1,Ranch,1,39.998348,-75.467771,Corner,3.38
"20836 Fields Mountains Apt. 945, West Terranceborough, WY 62369","20836 Fields Mountains Apt. 945, West Terranceborough, WY 62369",Dalas,20836 Fields Mountains Apt. 945,West Terranceborough,WY,62369,SFR,1.54,1355,1963,872,4874,Street,1,3,Colonial,5,41.360152,-90.853451,Station,5.74
"7685 Moss Heights Apt. 178, Roberthaven, MP 29072","7685 Moss Heights Apt. 178, Roberthaven, MP 29072",Chicgo,7685 Moss Heights Apt. 178,Roberthaven,MP,29072,Duplex,1.17,1776,2017,1862,8929,Street,4,4,Split,5,33.674344,-102.138051,Roads,3.7199999999999998
"122 Natasha Neck Apt. 963, South Felicia, GU 37483","122 Natasha Neck Apt. 963, South Felicia, GU 37483",Chicago,122 Natasha Neck Apt. 963,South Felicia,GU,37483,SFR,1.57,229,1967,2208,4541,Driveway,2,1,Colonial,4,40.070105,-78.093952,Bridge,9.9
"087 Mcgee Freeway Suite 979, Lake Christopher, AK 49024","087 Mcgee Freeway Suite 979, Lake Christopher, AK 49024",Dalas,087 Mcgee Freeway Suite 979,Lake Christopher,AK,49024,Single Family Home,1.3,732,1961,1988,5201,Garage,2,3,Ranch,1,39.012581,-107.591999,Tunnel,9.04
"7277 Joshua Lock, Lake Crystalborough, KS 74768","7277 Joshua Lock, Lake Crystalborough, KS 74768",Dallas,7277 Joshua Lock,Lake Crystalborough,KS,74768,Condo,2.58,1843,1979,1853,3751,Garage,3,4,Split,4,36.9693,-91.718386,Branch,8.62
"63808 Parker View Suite 973, Herreramouth, FL 15749","63808 Parker View Suite 973, Herreramouth, FL 15749", Closed,63808 Parker View Suite 973,Herreramouth,FL,15749,Condo,3.19,163,1950,2778,6776,Driveway,1,4,Ranch,4,33.736139,-78.64163,Views,5.19
"12878 Andrea Views Apt. 453, Elizabethborough, WI 94692","12878 Andrea Views Apt. 453, Elizabethborough, WI 94692",Chicago,12878 Andrea Views Apt. 453,Elizabethborough,WI,94692,Condo,1.78,26,2023,2540,3580,Driveway,1,2,Split,4,38.187166,-76.573964,Lake,5.76
"46498 James Square Suite 569, North Jesse, AS 07654","46498 James Square Suite 569, North Jesse, AS 07654", Closed,46498 James Square Suite 569,North Jesse,AS,7654,Condo,1.02,403,1993,1788,9590,Garage,2,2,Ranch,3,34.580162,-75.693278,Radial,3.6
"327 Jessica Streets Apt. 155, West Kristaburgh, UT 78217","327 Jessica Streets Apt. 155, West Kristaburgh, UT 78217",Florida,327 Jessica Streets Apt. 155,West Kristaburgh,UT,78217,Single Family Home,2.7,370,2014,1616,4131,Garage,5,4,Ranch,4,41.562166,-96.450283,Ford,8.16
"249 Tracy Dale, Keithbury, DC 51473","249 Tracy Dale, Keithbury, DC 51473",Chicago,249 Tracy Dale,Keithbury,DC,51473,Single Family Home,2.89,1465,1933,2904,3978,Street,4,2,Split,4,38.496298,-91.077209,Walk,9.38
"005 Anderson Locks, Stephenville, FL 18113","005 Anderson Locks, Stephenville, FL 18113",Dalas,005 Anderson Locks,Stephenville,FL,18113,SFR,1.43,1828,1938,3348,5784,Driveway,5,1,Ranch,3,38.917797,-101.662858,Forge,8.63
"225 Bailey Fork Apt. 543, Leonardfurt, IA 55257","225 Bailey Fork Apt. 543, Leonardfurt, IA 55257", Closed,225 Bailey Fork Apt. 543,Leonardfurt,IA,55257,Condo,2.93,978,1971,1371,4820,Street,2,3,Ranch,1,37.344852,-102.732828,Glen,9.51
"807 Rodgers Row Apt. 992, Lake Amy, TN 32069","807 Rodgers Row Apt. 992, Lake Amy, TN 32069",Tampa,807 Rodgers Row Apt. 992,Lake Amy,TN,32069,Single Family Home,3.32,1826,1963,2243,5324,Garage,5,4,Ranch,2,36.810363,-110.333313,Island,6.26
"638 Chen Radial Suite 644, North Tylerfurt, AK 65830","638 Chen Radial Suite 644, North Tylerfurt, AK 65830",Dallas,638 Chen Radial Suite 644,North Tylerfurt,AK,65830,SFR,2.31,1794,2000,2725,6357,Garage,4,1,Colonial,1,36.727826,-79.513733,Turnpike,5.82
"2938 Leslie Street, South Steven, ME 06628","2938 Leslie Street, South Steven, ME 06628",Florida,2938 Leslie Street,South Steven,ME,6628,Single Family Home,1.05,1333,1939,2681,4518,Street,6,2,Ranch,5,38.844614,-114.516812,Dale,4.64
"045 Joseph Ways Apt. 090, Christinamouth, AS 99232","045 Joseph Ways Apt. 090, Christinamouth, AS 99232", Closed,045 Joseph Ways Apt. 090,Christinamouth,AS,99232,Duplex,3.06,1415,1973,551,5529,Garage,4,2,Ranch,2,40.00627,-76.443576,Inlet,7.9
"3728 Murphy Landing, New Jeffery, CT 05996","3728 Murphy Landing, New Jeffery, CT 05996",Chicgo,3728 Murphy Landing,New Jeffery,CT,5996,Duplex,2.18,141,1946,2464,7900,Driveway,4,4,Colonial,2,33.917392,-102.699564,Branch,5.39
"4281 Teresa Motorway, Jessicatown, PW 92286","4281 Teresa Motorway, Jessicatown, PW 92286", Closed,4281 Teresa Motorway,Jessicatown,PW,92286,Single Family Home,1.1400000000000001,496,1986,918,9987,Street,3,4,Ranch,1,34.75789,-98.421178,Vista,6.61
